"","stid","lng","lat","wp90","wpc","wpmax","wh90","wh4mH","whmax","nc_ubedmean","Ubms","T1h","T2h"
"387","14011_15",145.848277918913,-16.0729493535452,3.41135426839098,450.089548087276,5.47112261079659,1.39109279224349,0,1.6626296648701,0.231010594160274,0.08,0,0
"388","14011_16",145.848538803175,-16.0732120791374,3.27755282641603,426.360202378828,5.04116999178963,1.36699284028323,0,1.61675872528722,0.251970763361177,0.07,0,0
"389","14011_17",145.848842995752,-16.0733537761102,3.50436509824522,450.426534211251,5.4652344953792,1.403924466856,0,1.66830139242429,0.249310905323443,0.06,0,0
"390","14011_18",145.849166038194,-16.0734976550917,3.63572153675578,462.078968043965,5.63755175832249,1.42116216530307,0,1.69048888290008,0.241007630811149,0.05,0,0
"391","14011_21",145.849788536243,-16.0740707496816,3.58325660819553,452.699393771981,5.57809510702495,1.4120056754864,0,1.68067060669961,0.287752585225261,0.15,0,0
"392","14011_26",145.850772840921,-16.0749554045248,3.6094827532518,445.9933803958,5.56070705281853,1.41418465214749,0,1.67604249219087,0.262431208355217,0.2,0,0
"393","14011_27",145.851089421277,-16.0751291926941,3.6145391888687,444.593407531983,5.55912212581028,1.41017775712153,0,1.67186180890461,0.254519601639239,0.17,0,0
"394","14011_28",145.85133488374,-16.0753414714354,3.6145391888687,444.523294777549,5.55912212581028,1.41017775712153,0,1.67186180890461,0.254286439847818,0.21,0.9,0
"395","14011_3",145.845558727556,-16.0713363034213,3.06755195513283,431.938454947573,4.93148847371173,1.33487934612003,0,1.59660523742002,0.159832039603807,0.01,0,0
"396","14011_30",145.851853098232,-16.0756144569183,3.58930174985921,442.86789699703,5.53284548326126,1.41147828693921,0,1.66761042603724,0.271857118048987,0.14,0,0
"397","14011_31",145.852164248822,-16.0757661459923,3.71611646844833,456.501261976089,5.69251689203929,1.43216138657685,0,1.68905024952099,0.267420387233388,0.13,0,0
"398","14011_32",145.852451587831,-16.0759372110308,3.71611646844833,458.114770085226,5.69251689203929,1.43216138657685,0,1.68905024952099,0.291296709730945,0.13,0,0
"399","14011_33",145.8528126025,-16.0760592573324,3.97711014000675,484.472132933339,6.04962936022348,1.46954427287585,0,1.73490014875911,0.277642469278183,0.14,0,0
"400","14011_34",145.853210290821,-16.0762160871488,4.05088292265313,493.171144085462,6.15371207235061,1.47792732235245,0,1.74374932570518,0.255776428976958,0.08,0,0
"401","14011_36",145.853663552083,-16.0766576308324,4.14589908737932,503.869389014954,6.30335938719007,1.49296566738296,0,1.75952962621484,0.288105887618865,0.13,0,0
"402","14011_37",145.853947108681,-16.076784459756,4.14589908737932,504.610004125986,6.30335938719007,1.49296566738296,0,1.75952962621484,0.270637376167029,0.14,0,0
"403","14011_38",145.854158658237,-16.0769303779301,4.14589908737932,504.787361570832,6.30335938719007,1.49296566738296,0,1.75952962621484,0.274264438527901,0.17,0,0
"404","14011_4",145.845697856313,-16.0715822704031,3.06755195513283,430.085566059767,4.93148847371173,1.33487934612003,0,1.59660523742002,0.194443500802557,0.02,0,0
"405","14011_42",145.856282856331,-16.0790962399733,4.32147339054498,519.570210646388,6.43076510747221,1.52158385463602,0,1.77140760927708,0.311428875637177,0.35,0.9,0
"406","14011_6",145.846202792593,-16.0717553429852,3.12048013626609,431.331986409714,5.0485225941134,1.34208816177609,0,1.60775299257704,0.19701049113777,0.02,0,0
"407","15015_1",143.978330430707,-13.1203755445244,0.648721261006094,96.4308739211632,2.18492193755714,0.672146533311054,0,1.06446800894909,0.184240369948553,0.09,0,0
"408","15015_10",143.976961705962,-13.1216200328988,0.671721018267839,96.0853113120403,2.20614224018839,0.634776392591437,0,1.0199631494343,0.188866834735786,0.27,0,0
"409","15015_11",143.976807004938,-13.1218234997214,0.671721018267839,95.6012776643744,2.20614224018839,0.634776392591437,0,1.0199631494343,0.190655325756393,0.32,0,0
"410","15015_12",143.976609057778,-13.1220631725176,0.638129141836,95.0923246821757,2.28061452307667,0.634776392591437,0,1.01860166117463,0.208328801943291,0.23,0,0
"411","15015_13",143.976447903704,-13.1223000160934,0.638129141836,95.0946117295915,2.28061452307667,0.634776392591437,0,1.01860166117463,0.179374457450621,0.2,0,0
"412","15015_14",143.976277198148,-13.1225397876149,0.689145657398422,96.9171192665082,2.28061452307667,0.631969125405682,0,1.01750284717716,0.182102920704881,0.2,0,0
"413","15015_15",143.97608427565,-13.1228193863112,0.689145657398422,96.9195494292187,2.28061452307667,0.631969125405682,0,1.01750284717716,0.204572242187958,0.17,0,0
"414","15015_17",143.975818851587,-13.1232733453563,0.689145657398422,97.7319523596906,2.28061452307667,0.649769182766686,0,1.03634352713477,0.172156652146389,0.16,0,0
"415","15015_18",143.975586233951,-13.1235041914806,0.660375663745624,95.6560765217227,2.24871529812413,0.649769182766686,0,1.03634352713477,0.206815292002217,0.13,0,0
"416","15015_19",143.975417636473,-13.1237259455788,0.659439894602646,95.4877207463555,2.24871529812413,0.647695781745464,0,1.03223671194337,0.195985666435161,0.17,0,0
"417","15015_2",143.979036866169,-13.1197555401318,0.603546620454321,90.6660458586876,2.06153566546557,0.677453203841675,0,1.07098893125528,0.19664297236867,0.12,0,0
"418","15015_20",143.975147816374,-13.1239572808568,0.635474700189376,92.89686796677,2.20852675600751,0.625434679519331,0,1.00824748739505,0.196457100066226,0.12,0.2,0
"419","15015_21",143.974918310358,-13.1242039293588,0.709385378563313,100.049953420969,2.34726974865058,0.646337809515457,0,1.02986258490347,0.208079195546668,0.17,0.1,0
"420","15015_22",143.974728486195,-13.124510816851,0.709385378563313,100.050740175876,2.34726974865058,0.646337809515457,0,1.02986258490347,0.23267088420238,0.25,0,0
"421","15015_23",143.974563300247,-13.124821753851,0.731901170521783,103.254382682512,2.43795253894318,0.635317212849131,0,1.01594422708216,0.199695968059237,0.17,0,0
"422","15015_24",143.974429961002,-13.1251524285612,0.731901170521783,104.544501338608,2.55404408234957,0.635317212849131,0,1.03004884872533,0.201695463772458,0.14,0,0
"423","15015_25",143.974340545139,-13.1254369721172,0.731901170521783,105.283447809874,2.55404408234957,0.658688404741028,0,1.04101185707282,0.183592748015989,0.06,0,0
"424","15015_26",143.974221906907,-13.1256421687979,0.731901170521783,105.162087541221,2.55404408234957,0.658649922959912,0,1.03925325782105,0.196865014805673,0.08,0,0
"425","15015_27",143.974098771111,-13.1258246480362,0.707426242584411,108.369508253091,2.77695682097023,0.658649922959912,0,1.03925325782105,0.19138047698188,0.09,0,0
"426","15015_28",143.973929486761,-13.1260071813466,0.707426242584411,108.375463703303,2.77695682097023,0.658649922959912,0,1.03925325782105,0.186148001489694,0.1,0,0
"427","15015_29",143.973729539614,-13.1262451246368,0.641353383878285,100.121034874804,2.55404408234957,0.653863859456658,0,1.03500880593224,0.179777362563528,0.1,0,0
